Number,Protocol,Source MAC,Destination MAC,Source IP,Destination IP,Data Length (bytes)
489,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,60
490,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,266
491,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,118
492,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,140
493,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,482
494,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,60
495,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,618
496,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,85
497,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,54
498,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,85
499,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,454
500,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,329
501,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,93
502,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,54
503,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,216.58.208.65,93
504,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,216.58.208.65,172.16.29.3,60
505,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,259
506,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,187
507,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
508,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,86
509,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
510,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
511,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,93
512,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,1392
513,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
514,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
515,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,80
516,UDP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,192.168.100.4,172.16.29.3,155
517,UDP,10:0b:a9:50:ad:58,ff:ff:ff:ff:ff:ff,172.16.29.3,172.16.31.255,92
518,UDP,10:0b:a9:50:ad:58,01:00:5e:00:00:fb,172.16.29.3,224.0.0.251,81
519,UDP,10:0b:a9:50:ad:58,33:33:00:00:00:fb,fe80:0:0:0:98d8:956e:2e10:e3eb,ff02:0:0:0:0:0:0:fb,101
520,UDP,10:0b:a9:50:ad:58,33:33:00:01:00:03,fe80:0:0:0:98d8:956e:2e10:e3eb,ff02:0:0:0:0:0:1:3,95
521,UDP,10:0b:a9:50:ad:58,01:00:5e:00:00:fc,172.16.29.3,224.0.0.252,75
522,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,354
523,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
524,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,383
525,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
526,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
527,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
528,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
529,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
530,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
531,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
532,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
533,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
534,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1029
535,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
536,UDP,10:0b:a9:50:ad:58,33:33:00:01:00:03,fe80:0:0:0:98d8:956e:2e10:e3eb,ff02:0:0:0:0:0:1:3,95
537,UDP,10:0b:a9:50:ad:58,01:00:5e:00:00:fc,172.16.29.3,224.0.0.252,75
538,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
539,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
540,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
541,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
542,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
543,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
544,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
545,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
546,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
547,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
548,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
549,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
550,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
551,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
552,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
553,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
554,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,606
555,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
556,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
557,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
558,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
559,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
560,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
561,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
562,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
563,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
564,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
565,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
566,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
567,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
568,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
569,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
570,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
571,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1016
572,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
573,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
574,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
575,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
576,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
577,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
578,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,612
579,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
580,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
581,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
582,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
583,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
584,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
585,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
586,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
587,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,451
588,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
589,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
590,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
591,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
592,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,247
593,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
594,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,93
595,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
596,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
597,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,93
598,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
599,UDP,10:0b:a9:50:ad:58,ff:ff:ff:ff:ff:ff,172.16.29.3,172.16.31.255,92
600,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
601,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
602,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,1392
603,UDP,10:0b:a9:50:ad:58,01:00:5e:00:00:fb,172.16.29.3,224.0.0.251,81
604,UDP,10:0b:a9:50:ad:58,33:33:00:00:00:fb,fe80:0:0:0:98d8:956e:2e10:e3eb,ff02:0:0:0:0:0:0:fb,101
605,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,377
606,UDP,10:0b:a9:50:ad:58,ff:ff:ff:ff:ff:ff,172.16.29.3,172.16.31.255,92
607,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,66
608,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
609,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,209
610,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,66
611,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,54
612,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,631
613,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,60
614,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,60
615,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
616,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,266
617,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,118
618,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,140
619,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,1354
620,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,83
621,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,1292
622,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,273
623,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,232
624,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,60
625,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,618
626,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.142,85
627,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,85
628,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,60
629,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,60
630,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,160
631,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
632,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
633,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
634,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
635,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
636,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
637,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
638,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
639,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
640,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
641,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,93
642,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
643,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
644,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
645,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
646,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
647,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
648,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
649,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
650,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
651,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
652,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
653,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
654,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
655,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
656,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
657,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
658,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
659,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
660,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
661,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
662,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
663,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
664,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
665,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
666,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
667,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
668,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
669,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
670,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
671,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
672,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
673,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
674,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
675,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
676,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
677,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
678,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
679,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
680,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
681,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
682,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
683,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
684,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
685,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
686,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
687,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
688,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
689,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
690,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
691,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
692,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
693,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
694,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
695,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
696,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.142,172.16.29.3,60
697,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
698,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
699,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
700,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
701,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
702,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
703,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
704,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
705,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
706,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
707,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
708,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
709,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
710,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
711,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
712,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
713,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
714,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
715,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
716,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,66
717,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
718,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
719,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
720,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
721,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
722,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
723,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
724,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
725,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
726,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
727,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,375
728,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.131,172.16.29.3,1354
729,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.131,54
